Location,Trees Lost,Climate,Latitude,Longitude,Recommended Tree,Trees to Plant,Carbon Absorption (kg/year),Average Temperature (°C),Average Rainfall (mm/year)
California,911,Mediterranean,0.9749,-26.5152,Mangrove,1190,58,-1.4641871126191903,1722
Sydney,400,Tropical,-42.2038,-50.9165,Silver Birch,470,55,24.31606933835983,726
Toronto,124,Tropical,45.7701,78.5316,Redwood,269,39,-1.7773873785608574,528
Mumbai,310,Subtropical,-41.5264,-27.4922,Redwood,413,27,37.960301178561025,1263
London,247,Temperate,15.8725,70.8429,Teak,357,44,38.982357801507995,849
London,903,Desert,-25.8494,-49.3846,Redwood,1138,36,13.114591917732547,285
Mumbai,195,Continental,13.2979,-103.0745,Cedar,413,27,5.298892219683598,670
Sydney,544,Temperate,-14.8448,-94.5988,Redwood,661,53,4.650015079807547,600
London,206,Continental,45.7765,69.6229,Oak,283,46,32.722439009458114,995
Toronto,988,Continental,28.7186,-26.9995,Redwood,1204,19,-2.8610289937787488,313
New York,118,Coastal,-7.7744,-34.2467,Oak,336,56,1.1350873179434195,1594
Cape Town,573,Continental,-11.3409,26.8513,Mangrove,643,33,23.765349077220677,1569
Indonesia,139,Coastal,-5.7303,43.2083,Silver Birch,304,41,38.063412781862255,2298
Indonesia,819,Mediterranean,-4.9086,-33.6533,Cedar,927,58,6.163733452996892,1510
Toronto,701,Continental,-29.2888,129.9641,Teak,964,57,37.671222848416384,1689
Toronto,866,Desert,-31.8448,-20.0651,Oak,957,46,25.715510356058154,1220
London,272,Mediterranean,26.9488,-89.3427,Maple,521,34,15.859928172852136,2441
Cape Town,814,Temperate,-18.0176,-47.5611,Cedar,1015,22,-2.9146804155913433,1727
Indonesia,516,Temperate,-26.1234,127.7916,Eucalyptus,601,39,37.20173269244398,813
California,153,Mediterranean,29.7816,-42.9966,Eucalyptus,416,49,27.45096937124096,1087
California,170,Tropical,-26.2901,34.3152,Maple,282,53,-3.643333016165876,2192
Toronto,688,Tropical,46.3682,16.3855,Silver Birch,881,36,3.1818312989974515,2994
Beijing,435,Desert,4.1647,33.0113,Baobab,581,17,12.74627263029885,599
New York,793,Coastal,36.3614,-31.8544,Cedar,1051,10,19.458411626038203,1138
Indonesia,255,Tropical,44.8882,-1.7914,Silver Birch,344,56,39.211814141341854,793
Sydney,213,Tropical,-46.8821,124.4569,Eucalyptus,399,47,33.90206454354161,378
Sydney,472,Mediterranean,14.6567,-62.0016,Baobab,591,49,26.766468087742634,526
Mumbai,852,Subtropical,21.2005,7.9443,Oak,967,12,28.83756352445701,1114
London,315,Subtropical,-25.4081,109.0788,Pine,569,36,15.293691418834225,885
Indonesia,197,Temperate,1.1491,-67.6938,Maple,302,37,19.882089761502503,1300
Indonesia,461,Coastal,-29.1799,88.037,Baobab,674,26,27.663150729095918,555
Beijing,804,Temperate,16.8688,-108.8779,Pine,971,35,6.431630999726542,602
Amazon Rainforest,874,Coastal,-21.6661,48.0823,Silver Birch,982,18,-0.871121643457645,1193
Sydney,752,Mediterranean,-10.8203,81.3092,Maple,1038,49,35.537112346055125,872
Toronto,992,Mediterranean,-39.5343,-112.0338,Maple,1077,21,27.16680762218582,2266
Cape Town,851,Mediterranean,-0.5068,38.2897,Silver Birch,1028,12,15.248812487228442,688
Sydney,394,Subtropical,14.8095,103.4545,Cedar,451,16,31.831877894399362,800
California,443,Mediterranean,25.6221,-56.7334,Baobab,558,10,20.802060410831242,2321
California,281,Temperate,36.0091,13.6828,Redwood,362,55,15.14624571072623,2233
Beijing,381,Mediterranean,-25.318,-78.6745,Cedar,453,14,30.289829603983172,2815
California,679,Mediterranean,40.4366,-91.175,Baobab,965,45,9.130966170884346,1951
Toronto,140,Mediterranean,-28.627,5.1942,Maple,194,22,18.490961606846366,737
Indonesia,601,Coastal,40.8976,127.1392,Mangrove,703,31,18.65848859367556,2068
California,891,Continental,-26.1371,21.6229,Oak,1141,60,29.709894352422346,1054
Beijing,823,Tropical,10.0992,81.6386,Redwood,1121,36,8.152468938416778,1337
Cape Town,725,Subtropical,6.8756,-37.1837,Mangrove,783,40,1.5062262613257662,831
London,607,Subtropical,-5.9111,-66.6896,Silver Birch,868,33,9.802755052633625,2638
Sydney,832,Continental,36.7249,-2.4666,Maple,1082,13,19.75196197544439,295
Sydney,730,Continental,-47.0482,87.4452,Teak,986,60,15.439199390927161,1355
Mumbai,314,Tropical,-29.0819,6.4206,Teak,535,27,36.66453925456336,2274
New York,236,Tropical,-11.7604,23.6416,Redwood,491,48,9.476904685082683,2894
Sydney,511,Subtropical,32.1844,-67.1017,Oak,808,23,16.347519997450473,314
Amazon Rainforest,651,Tropical,-3.7814,-115.0151,Cedar,859,25,31.5136622534233,1560
Beijing,639,Continental,-46.1485,-117.2301,Maple,892,48,36.245037372751035,2219
Cape Town,821,Mediterranean,-42.657,-58.5473,Teak,876,49,34.09332722104619,234
Indonesia,117,Subtropical,-6.7184,110.9244,Redwood,322,29,13.78632545493818,773
Cape Town,466,Desert,-3.0514,21.0127,Baobab,707,45,9.122093368999508,2681
Toronto,156,Coastal,35.2356,52.4613,Cedar,408,58,17.866320676256173,916
Amazon Rainforest,214,Tropical,17.8295,-48.9914,Baobab,506,51,27.103197037588735,920
Amazon Rainforest,340,Desert,30.6877,-61.2963,Eucalyptus,598,11,-3.362073339212199,347
California,463,Temperate,0.5412,-60.7853,Pine,588,32,10.570500089565607,1592
Cape Town,293,Temperate,-41.478,-9.7153,Teak,572,58,34.543232921601685,551
Cape Town,681,Mediterranean,-41.7653,-81.2699,Pine,813,35,15.008221608945302,1276
Beijing,938,Mediterranean,38.8223,-39.7564,Redwood,1217,47,39.27279826155599,945
Amazon Rainforest,977,Continental,-11.104,8.9297,Eucalyptus,1123,55,11.19915579588979,2271
Mumbai,654,Coastal,40.2758,-74.7867,Pine,926,16,22.4068425196015,907
Sydney,921,Mediterranean,1.3891,-51.2668,Redwood,1175,24,38.26091037558869,2552
Indonesia,823,Temperate,-27.9332,-116.5347,Baobab,964,40,33.39294942307319,2085
Indonesia,725,Desert,-34.7794,42.1479,Pine,799,26,19.99480861845098,1945
Mumbai,134,Desert,41.0034,76.7938,Maple,201,19,9.120858308048572,2429
Indonesia,546,Desert,-33.5621,-47.0952,Oak,599,37,29.347790949607337,2300
Amazon Rainforest,442,Temperate,-19.8355,-58.2406,Pine,703,59,33.80774792471669,719
Mumbai,659,Subtropical,-46.0946,-117.9046,Pine,792,51,17.819396185312744,2039
Beijing,960,Temperate,14.4121,-104.0141,Teak,1129,47,31.26766084581901,2454
Cape Town,645,Tropical,34.3956,-17.7769,Silver Birch,908,47,35.54796480252244,2259
Beijing,751,Mediterranean,-14.3392,-106.0135,Teak,1046,31,-2.065682413885037,390
Mumbai,816,Subtropical,28.4064,-70.1482,Teak,1069,18,10.967473032352245,445
Beijing,396,Subtropical,-13.2891,-119.5717,Cedar,656,33,28.099309395195412,2733
Amazon Rainforest,230,Subtropical,-16.6659,-13.0838,Redwood,511,43,25.998197860578756,2032
California,814,Desert,44.3826,-63.2597,Teak,1055,60,23.222972388412877,2995
Cape Town,828,Coastal,-38.0396,24.4075,Silver Birch,1087,29,13.517482580038372,1029
Beijing,984,Mediterranean,9.3674,45.4725,Silver Birch,1039,57,37.94076423738838,1388
Mumbai,513,Desert,38.3315,-61.0349,Pine,660,47,11.732792793438609,2421
Sydney,371,Temperate,0.0698,-115.2049,Pine,484,41,0.2112015271114389,2946
Cape Town,921,Mediterranean,40.5908,-103.1011,Pine,1047,15,10.784855678679289,649
Sydney,838,Continental,-45.4011,107.6058,Redwood,1060,37,14.821906914565655,2930
New York,614,Mediterranean,2.7205,-23.2928,Mangrove,807,36,30.293683932715496,1631
New York,957,Continental,-13.5306,-127.1934,Baobab,1138,43,36.42329411413806,852
Indonesia,543,Coastal,-47.5687,95.8202,Mangrove,766,32,5.5531591534975515,981
London,548,Coastal,-27.1006,-102.8659,Cedar,699,27,37.179031739311355,1852
California,371,Tropical,-32.4934,-55.0758,Baobab,626,38,18.466474928198004,2162
London,530,Coastal,6.3235,-42.7322,Baobab,634,53,22.97503204734178,2432
Sydney,191,Subtropical,43.8636,-54.4924,Oak,405,42,20.664120215005205,2760
Cape Town,882,Desert,0.3012,-70.2024,Cedar,1147,56,1.2490867876160552,463
London,199,Subtropical,44.4576,-110.4165,Mangrove,487,23,5.425035628717197,1850
Mumbai,789,Subtropical,3.283,-115.2106,Teak,1071,29,19.96306716634831,2233
California,280,Tropical,26.5818,67.9624,Cedar,422,12,36.40280381427596,2776
Indonesia,327,Coastal,-38.0099,0.8681,Baobab,550,45,19.19401792508101,1364
California,906,Tropical,-34.6305,81.8221,Baobab,1185,39,39.12113499671438,717
Cape Town,985,Desert,-26.0777,-1.5799,Cedar,1191,55,0.8856960399574749,890
Sydney,677,Mediterranean,-9.2212,89.194,Baobab,853,58,34.29289059605262,1351
Toronto,165,Temperate,28.6223,-114.2992,Baobab,435,53,27.981523265169976,2048
Toronto,605,Desert,10.077,52.1298,Silver Birch,656,55,37.97048858940112,1850
Sydney,879,Mediterranean,-49.7357,-129.3611,Baobab,994,10,37.988568379940354,234
London,653,Subtropical,-5.3838,27.6131,Baobab,716,51,25.805269409020575,503
Sydney,247,Subtropical,32.9966,69.1507,Teak,473,26,7.313514906593653,1948
California,575,Desert,26.1797,-6.6821,Pine,743,20,-2.802482737113162,1451
California,982,Coastal,-18.4409,73.9599,Eucalyptus,1166,60,-2.553922853320943,1108
California,372,Continental,7.7055,22.4351,Redwood,518,52,21.88695421936122,2249
Amazon Rainforest,765,Continental,17.0874,77.9189,Maple,846,28,-1.30902969088564,409
Beijing,438,Temperate,19.7826,37.9991,Eucalyptus,617,32,-1.6853588392016334,949
Beijing,827,Coastal,33.2365,109.7736,Teak,1090,26,-2.8030202549315923,1371
Sydney,551,Mediterranean,8.6738,-44.4496,Mangrove,801,39,-4.12367649001548,2487
New York,637,Subtropical,26.0154,64.153,Eucalyptus,926,58,16.04274760392053,2761
London,700,Temperate,-28.1081,76.4275,Mangrove,784,41,7.377164108378929,2891
Indonesia,660,Desert,-1.1099,48.7357,Maple,820,44,38.17317958546281,2424
London,562,Tropical,-19.3514,19.8061,Teak,779,20,12.641539653698295,933
Mumbai,305,Temperate,37.63,-84.2578,Baobab,456,53,-3.5088393223421805,1828
Sydney,643,Tropical,-43.3266,119.6426,Eucalyptus,850,34,28.048697850295,1285
London,658,Continental,35.9272,7.3447,Teak,807,43,28.453095062761292,1730
Cape Town,560,Mediterranean,-48.2006,3.6784,Teak,726,41,39.037813965077646,1283
Sydney,710,Desert,-8.1595,-38.1896,Baobab,956,18,34.75021714296495,2457
New York,183,Continental,3.5074,-65.2625,Baobab,440,52,22.706995783749406,2554
Indonesia,852,Mediterranean,26.0774,-107.7504,Baobab,1146,42,-2.0125878742366,424
Toronto,622,Desert,25.2815,0.7012,Pine,827,29,35.108140400836135,2516
Amazon Rainforest,381,Mediterranean,-41.5853,-92.12,Baobab,588,45,20.508547635657518,2082
Toronto,493,Mediterranean,-34.2365,-126.919,Pine,776,38,16.97390103857163,1620
California,958,Tropical,1.193,88.8078,Silver Birch,1231,10,26.30827098738769,1370
New York,118,Continental,12.8754,-122.0287,Teak,418,44,4.349980359446963,1209
Beijing,572,Continental,-23.7368,90.0087,Oak,662,41,16.483179428285236,1237
Indonesia,769,Continental,0.1921,-105.7252,Teak,830,21,36.05880135300956,1970
Cape Town,638,Coastal,-40.7267,48.3669,Eucalyptus,855,12,29.81395083934065,1958
London,124,Temperate,34.1142,-26.9963,Pine,190,20,22.718900833647687,2183
Indonesia,217,Coastal,-45.6327,-103.1616,Silver Birch,466,25,11.287183882530059,1121
Cape Town,154,Mediterranean,12.7133,-21.3298,Redwood,334,37,16.219680776578862,2682
Toronto,582,Temperate,0.7916,21.8998,Eucalyptus,706,42,-4.173778392673845,702
Toronto,243,Mediterranean,-38.8473,-78.5068,Eucalyptus,509,52,35.37602055599589,2622
Amazon Rainforest,979,Tropical,-15.9573,15.4061,Mangrove,1275,33,24.463973489502838,1946
Beijing,830,Desert,-32.7143,-28.3711,Eucalyptus,925,35,-0.18683709650353642,963
Amazon Rainforest,971,Temperate,-20.3758,-5.1202,Redwood,1045,48,12.981778156995375,1628
New York,405,Coastal,47.329,112.9092,Silver Birch,563,60,33.14664618431194,534
London,586,Tropical,-36.0599,128.3128,Redwood,746,45,15.444150745726041,2489
London,283,Continental,-35.0124,-90.528,Silver Birch,576,10,5.511976139536287,2258
Cape Town,823,Mediterranean,-23.3514,63.2486,Maple,933,22,36.687230205097784,2713
Toronto,310,Tropical,40.48,-32.1622,Redwood,403,28,-0.033797031689267065,360
Toronto,686,Desert,-20.5216,-4.925,Redwood,758,56,22.012252262175892,1745
Beijing,113,Subtropical,-7.5379,-90.5311,Maple,321,50,36.59058274004267,441
Amazon Rainforest,122,Mediterranean,-29.3482,-70.9148,Teak,350,28,-2.7450334135359182,272
Sydney,478,Subtropical,33.2581,-104.5652,Maple,732,50,18.818238133773267,2781
Amazon Rainforest,370,Subtropical,-7.8969,-77.9246,Cedar,618,19,15.599074667593186,2494
Indonesia,106,Mediterranean,47.8693,-122.9315,Baobab,289,10,24.122057502122466,1730
Amazon Rainforest,802,Mediterranean,7.2519,82.5614,Baobab,956,21,35.545750929420144,1969
Mumbai,191,Temperate,30.4582,104.6351,Eucalyptus,301,10,19.833240384347643,2550
Beijing,178,Temperate,-34.848,-89.4248,Baobab,387,33,22.325773262887328,1995
Beijing,734,Mediterranean,-20.1355,-52.8083,Pine,866,20,25.40096501057879,2141
New York,144,Subtropical,-41.1717,74.3276,Baobab,284,35,39.799246401172866,1133
London,798,Mediterranean,44.3637,-127.3208,Mangrove,919,10,39.15831565369254,1993
New York,128,Continental,-26.6485,68.6668,Redwood,365,53,11.947682027597207,1494
California,893,Subtropical,-18.4058,-84.2686,Oak,1095,40,10.262211272940352,394
Indonesia,998,Subtropical,21.2249,101.8731,Teak,1154,19,14.107469519905568,1515
Sydney,676,Continental,-45.3472,31.0929,Teak,803,16,24.823701101010432,2441
Mumbai,351,Continental,-11.492,-109.1457,Cedar,431,44,15.578121339659106,1184
Beijing,440,Continental,34.2379,46.2414,Teak,508,21,30.9067470060334,405
Cape Town,697,Coastal,-46.5218,-120.364,Silver Birch,936,43,11.798453997483097,489
Toronto,613,Desert,35.8229,-118.6257,Eucalyptus,909,60,26.571984150083914,2754
Toronto,693,Subtropical,33.0699,-33.141,Mangrove,886,44,29.828057128209082,1412
Indonesia,489,Subtropical,-18.9724,96.7664,Silver Birch,560,19,38.386243520143594,1595
Sydney,464,Temperate,-43.0031,-47.5281,Eucalyptus,727,47,1.235291569681893,358
California,473,Desert,20.8061,-79.4494,Maple,719,22,12.396335394713407,1584
New York,650,Coastal,16.142,119.003,Teak,922,46,11.068249905976437,504
Mumbai,103,Mediterranean,18.688,65.7584,Cedar,163,60,33.00506808791496,641
New York,253,Continental,-29.6139,-66.12,Oak,337,23,31.6772491304012,1196
New York,234,Coastal,25.83,87.4724,Teak,432,33,6.72297380441546,730
Indonesia,154,Temperate,44.3816,34.156,Eucalyptus,321,34,17.061363389238128,2929
Beijing,153,Tropical,12.2191,82.7175,Redwood,288,27,18.96324838280984,1836
Toronto,938,Desert,-26.9523,-85.5656,Silver Birch,1186,24,-2.661162410678695,1955
Cape Town,888,Continental,-19.591,46.9071,Mangrove,1037,17,-3.882015175767113,2650
Cape Town,883,Temperate,7.8333,-99.3053,Oak,1135,55,1.4067610742115635,656
Mumbai,343,Desert,-0.7464,-56.5987,Maple,490,37,34.5624498341268,2393
Indonesia,797,Subtropical,7.594,127.4878,Maple,1038,34,39.386480988684774,2116
Sydney,220,Continental,30.6858,-32.9803,Cedar,276,17,-0.9736722171357224,2681
Amazon Rainforest,488,Subtropical,33.4938,-45.6908,Redwood,603,16,11.494087478536787,1771
New York,727,Subtropical,-24.9036,107.427,Pine,904,59,24.319691105708145,1792
London,833,Mediterranean,-41.088,115.0902,Silver Birch,1093,18,4.400609280362579,2732
California,413,Desert,-20.8268,6.4861,Mangrove,652,41,5.415712015142466,1378
Cape Town,801,Continental,5.0688,54.1792,Pine,884,40,10.00993143466041,2759
Toronto,515,Subtropical,-37.514,-83.5517,Pine,676,58,22.249789006856652,432
Amazon Rainforest,689,Tropical,-0.3012,-80.5242,Cedar,963,35,1.9887450444045323,1972
Toronto,295,Subtropical,43.3566,0.9167,Maple,450,27,16.90326369069791,2323
New York,386,Desert,-35.8389,-100.9492,Silver Birch,631,48,18.791852378748832,2144
New York,164,Mediterranean,46.6332,-43.2199,Silver Birch,292,54,28.115647847103382,1179
London,510,Desert,-19.2769,-38.772,Maple,782,37,21.719934074484346,1386
London,604,Coastal,-40.6273,101.2416,Silver Birch,835,48,35.381505532238705,2917
California,847,Coastal,38.7376,116.1331,Redwood,1019,20,2.282491099163689,953
London,691,Mediterranean,38.5907,-117.8488,Oak,900,20,12.877825717379672,552
London,949,Mediterranean,-0.3246,36.8369,Silver Birch,1062,16,12.14099991960937,1511
Indonesia,368,Temperate,25.273,-84.3131,Cedar,500,11,39.07782952729212,623
Toronto,328,Continental,-19.0279,-25.9638,Eucalyptus,462,17,8.6803852875773,331
Sydney,805,Desert,6.1706,-29.3539,Eucalyptus,893,42,33.9620152169949,2929
London,420,Coastal,-44.8749,-19.7885,Silver Birch,538,29,7.592494420254612,755
Cape Town,187,Mediterranean,36.5094,-27.1343,Eucalyptus,441,50,6.5402288605321015,2576
New York,113,Desert,-43.4522,12.7439,Mangrove,200,43,9.824278101929243,241
New York,674,Coastal,49.2374,92.6253,Baobab,759,52,33.439730264063144,2451
Mumbai,703,Subtropical,-10.4311,-81.5881,Oak,764,47,32.41645258496239,2115
London,381,Mediterranean,23.6341,9.7429,Pine,482,51,-4.116588318086676,2301
California,921,Desert,22.6041,46.5023,Cedar,1048,23,24.050056632621423,1611
California,790,Tropical,-21.6096,112.1003,Cedar,907,45,25.421518638765864,944
Toronto,855,Mediterranean,-7.5333,119.8907,Eucalyptus,1091,49,20.095845729000906,2378
Toronto,598,Desert,7.0719,-75.2857,Teak,721,40,-0.06686947657880093,2858
California,204,Mediterranean,26.3505,-110.557,Silver Birch,372,46,32.947522017585996,1498
Cape Town,835,Temperate,25.2899,-48.7896,Oak,1105,60,-2.924054077554673,1336
Beijing,926,Coastal,4.7888,90.6465,Redwood,1111,32,5.840430190687165,1104
Amazon Rainforest,851,Temperate,-38.468,73.6891,Silver Birch,1130,50,34.02204789208531,1046
Sydney,907,Temperate,23.8177,2.0598,Pine,1077,23,16.107114743382052,1448
Mumbai,390,Continental,21.3765,-121.4237,Maple,683,31,6.613594623228421,2136
Sydney,940,Temperate,-17.7812,-12.8768,Pine,1098,52,10.02035625794891,2020
California,565,Temperate,-28.8573,114.3361,Silver Birch,661,10,25.962920458290238,2777
Cape Town,206,Desert,-33.1438,31.7255,Oak,305,36,16.578173413012838,456
Toronto,1000,Subtropical,-8.5508,14.3436,Pine,1148,17,29.00219401329496,2897
Indonesia,230,Continental,-20.4424,-34.2088,Silver Birch,480,42,5.949305060372664,479
Amazon Rainforest,694,Desert,2.1044,46.3549,Mangrove,933,15,25.119436111223962,1340
New York,445,Continental,-42.7825,-107.616,Cedar,663,43,16.61731957821263,2632
London,282,Coastal,-41.7875,26.1267,Mangrove,559,51,25.996792623230583,937
Cape Town,177,Coastal,-44.7366,119.3406,Redwood,339,27,9.366082255599526,2889
Cape Town,341,Desert,-45.5248,65.9108,Mangrove,589,16,8.285762278010125,1128
Cape Town,217,Mediterranean,-44.9969,-112.6487,Redwood,371,60,17.881767275319678,2646
New York,959,Coastal,-38.5196,-27.5144,Pine,1021,41,31.592634483432974,2546
Indonesia,853,Temperate,10.9512,80.9048,Pine,992,55,35.50543274969597,955
Indonesia,941,Temperate,1.2425,-124.8631,Cedar,1154,43,-1.011640843375257,891
Beijing,980,Subtropical,-45.4849,-36.8157,Teak,1108,12,36.54411239252257,219
Toronto,853,Subtropical,-15.4047,81.1008,Pine,999,24,25.96420606694092,256
Beijing,794,Desert,29.7991,54.5287,Mangrove,887,32,12.369398364010362,973
Mumbai,546,Subtropical,-0.0518,-105.9247,Teak,710,10,34.57840378429088,1180
Cape Town,660,Subtropical,27.0727,117.9903,Pine,764,48,39.80664987187676,2796
Mumbai,567,Coastal,-46.9158,25.9921,Mangrove,706,32,21.411235095981436,761
Amazon Rainforest,994,Continental,-3.2195,113.9104,Mangrove,1134,59,5.819832431039648,2086
California,345,Temperate,43.1113,-38.4265,Teak,473,10,38.52830460941361,2676
Beijing,139,Coastal,6.9286,87.6503,Teak,283,56,25.830132886574194,1735
Beijing,900,Temperate,28.9123,114.0182,Oak,1143,34,15.306236974371405,2410
Amazon Rainforest,825,Desert,-26.9538,-35.1022,Oak,1023,24,6.6813921178527345,1875
London,838,Temperate,-47.9017,-90.7672,Cedar,915,41,18.557061642582468,1731
Amazon Rainforest,153,Mediterranean,-18.7315,74.5303,Teak,421,41,31.796771795964474,413
New York,723,Tropical,-18.4202,113.4349,Maple,881,41,27.35477788673824,1455
Beijing,232,Desert,-17.5163,10.8656,Mangrove,480,33,20.652086642603688,2011
London,591,Subtropical,-37.9463,38.5803,Silver Birch,681,53,18.184576377581667,2007
Mumbai,137,Tropical,-32.6796,-11.1352,Baobab,436,30,16.910818739693678,603
California,882,Temperate,-40.5881,80.9064,Maple,1061,26,24.12075729884488,2826
Beijing,175,Continental,9.4566,-112.7879,Eucalyptus,264,18,-3.4180945621593803,2315
Sydney,882,Subtropical,-47.458,62.3342,Redwood,1110,13,16.750748174080343,1001
Mumbai,787,Subtropical,-30.2646,1.5801,Oak,910,31,37.52584377610185,2829
Cape Town,814,Subtropical,-25.4551,128.6389,Eucalyptus,1056,14,6.584476520491121,1647
Indonesia,379,Tropical,-39.7226,12.6417,Maple,483,55,20.538091256253658,1876
London,278,Temperate,-11.0915,5.0083,Mangrove,336,46,10.451821726721711,2126
California,484,Continental,-8.9532,-30.9245,Silver Birch,596,53,25.48548916945431,2233
California,359,Desert,0.2225,112.8974,Maple,639,46,8.506139451448115,1208
Mumbai,460,Coastal,-45.8518,-43.3197,Baobab,671,14,24.150358937931653,581
Mumbai,699,Mediterranean,36.9329,16.5238,Pine,774,48,29.28888898787251,2965
New York,520,Continental,10.2567,-8.3192,Oak,817,40,34.44514069891829,254
London,614,Coastal,34.7428,37.0659,Teak,777,44,19.119144705754405,976
Sydney,776,Subtropical,-23.9668,-82.2664,Silver Birch,882,13,37.240184396802654,1272
California,633,Temperate,25.6789,99.9617,Teak,819,37,-2.0397585243193217,1381
Sydney,539,Subtropical,36.929,-7.1591,Oak,686,38,38.1076536249826,1569
California,850,Temperate,-0.5611,48.8126,Maple,1108,53,37.628167982394736,2774
Cape Town,953,Coastal,-4.8001,23.4545,Silver Birch,1056,26,6.72983087492786,2822
California,518,Mediterranean,-14.4274,11.0839,Oak,602,55,27.787633094769987,2383
Sydney,787,Desert,-2.6817,-109.0826,Silver Birch,909,60,-4.136711752033391,2003
London,358,Tropical,41.7532,-3.2868,Silver Birch,525,26,14.353198861235125,1750
Toronto,397,Subtropical,40.0957,124.764,Mangrove,523,16,37.39786177639926,1763
Mumbai,657,Continental,-33.9411,6.3156,Cedar,931,57,35.33390435870865,1194
London,441,Continental,6.8019,-114.1745,Baobab,636,15,15.818674970013689,2514
London,276,Subtropical,-14.9331,-25.1703,Silver Birch,349,40,25.960070721469524,2287
Indonesia,171,Subtropical,-48.2833,-107.0624,Baobab,412,21,2.7777630288683337,236
Amazon Rainforest,354,Temperate,-4.7148,49.9595,Oak,483,45,25.030270321354426,1207
Amazon Rainforest,754,Mediterranean,28.114,70.176,Eucalyptus,1049,48,21.021489058071055,2951
California,638,Coastal,23.6456,88.4522,Redwood,797,21,22.547151366006744,2758
Cape Town,697,Coastal,-41.5454,45.1234,Pine,787,32,35.318926940214624,2883
Indonesia,527,Coastal,25.9916,-41.0033,Teak,698,60,36.42165352545559,626
Cape Town,490,Temperate,-21.1171,96.8049,Cedar,756,30,32.52609283714918,1737
New York,769,Desert,35.8164,67.0105,Maple,870,28,22.52026982254291,1409
Mumbai,429,Mediterranean,16.2572,-53.9365,Redwood,551,49,37.58716632335963,2350
Indonesia,663,Continental,13.999,69.5005,Cedar,863,50,0.8135160219207558,2383
Cape Town,686,Coastal,-40.6591,0.4436,Oak,973,13,21.483643438672207,2843
Toronto,682,Tropical,-15.922,109.7839,Oak,862,42,10.690046688770575,644
Indonesia,380,Continental,18.2252,-55.5181,Eucalyptus,673,29,12.326039276097692,1846
Cape Town,798,Temperate,-13.4758,-62.4596,Teak,874,33,-4.2863165120934985,208
Beijing,168,Temperate,26.6022,69.544,Oak,374,54,10.703889581436785,1739
Amazon Rainforest,853,Temperate,-44.7084,-127.7841,Teak,1032,25,6.573555238903362,2822
Cape Town,532,Continental,-1.4193,56.8093,Silver Birch,773,23,24.172808095527717,377
Amazon Rainforest,899,Tropical,34.3168,36.7142,Eucalyptus,1106,11,20.836433208716368,523
California,351,Tropical,18.7054,54.7316,Maple,650,53,35.087741182217684,1248
Beijing,914,Tropical,-42.202,-102.2925,Eucalyptus,1130,12,30.688280146142922,720
Indonesia,716,Coastal,29.3887,23.1767,Oak,1003,54,32.914825663208426,1453
Sydney,250,Tropical,-18.0971,-56.4396,Eucalyptus,395,27,0.7344477499254314,2546
Amazon Rainforest,939,Tropical,22.5848,-91.4772,Baobab,1127,36,24.38106238118827,2792
Amazon Rainforest,107,Coastal,-15.1835,-92.3776,Oak,239,45,1.2130167482875374,275
Amazon Rainforest,786,Tropical,-9.5606,-7.4012,Oak,997,22,18.856970800133563,601
Toronto,164,Desert,-14.563,-83.605,Pine,409,42,23.355709478173267,1743
Sydney,337,Mediterranean,29.6334,59.148,Redwood,595,60,35.23033121396674,2746
New York,260,Tropical,-9.4419,18.683,Teak,511,59,16.383061572012434,1755
Beijing,432,Subtropical,5.1773,-73.9592,Silver Birch,683,31,9.088090983293776,426
Toronto,287,Subtropical,5.956,28.8358,Baobab,340,34,3.305911880962036,1022
Amazon Rainforest,682,Continental,-3.438,-47.7045,Cedar,951,54,15.885699549304416,202
Toronto,775,Mediterranean,49.8238,-123.2991,Baobab,946,34,11.717279539572644,1789
Toronto,147,Coastal,-2.6426,-116.0127,Redwood,353,28,28.164923606575492,2970
Amazon Rainforest,778,Mediterranean,-12.13,29.5468,Mangrove,948,50,6.333023776177836,605
New York,379,Continental,-42.5394,26.1219,Maple,436,58,16.950068483177233,1211
Toronto,643,Coastal,-45.799,72.8075,Eucalyptus,890,52,10.779890759825529,2780
Sydney,454,Continental,27.4927,-1.729,Eucalyptus,569,51,12.555931909626885,2197
California,716,Subtropical,43.3239,-122.7973,Redwood,813,55,-0.5558188052335726,1623
Mumbai,572,Coastal,14.8937,39.1698,Silver Birch,853,21,9.868660282559624,2674
Sydney,160,Subtropical,45.7678,-110.2261,Pine,407,50,30.326507160935407,1199
Amazon Rainforest,768,Subtropical,32.7418,-0.8648,Eucalyptus,880,40,8.51852525785564,2081
Sydney,748,Continental,-1.6481,-59.7336,Cedar,819,51,1.9883136713749154,2479
Mumbai,609,Tropical,-35.8323,44.4637,Teak,900,54,3.2751909121641667,1616
New York,216,Temperate,-38.6367,-15.7429,Mangrove,442,15,17.073542659019484,279
Beijing,601,Mediterranean,-10.2147,-77.1961,Eucalyptus,872,43,-1.9675325344674026,1973
Cape Town,328,Mediterranean,-42.8891,-57.7471,Redwood,513,59,23.11339050857853,1521
California,899,Coastal,-28.5897,-100.5902,Silver Birch,1061,58,30.786157750383516,1274
Toronto,964,Tropical,-19.7773,15.8639,Redwood,1203,33,11.705913429092409,2645
Mumbai,955,Tropical,-48.6677,74.9571,Mangrove,1104,36,36.636561281133304,614
